@RELATION bank

@ATTRIBUTE age           numeric
@ATTRIBUTE job           {admin.,blue-collar,entrepreneur,housemaid,management,retired,self-employed,services,student,technician,unemployed,unknown}
@ATTRIBUTE marital       {divorced,married,single}
@ATTRIBUTE edu           {primary,secondary,tertiary,unknown}
@ATTRIBUTE balance       numeric
@ATTRIBUTE housing       {yes,no}
@ATTRIBUTE contact       {cellular,telephone,unknown}
@ATTRIBUTE day           {1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31}
@ATTRIBUTE month         {jan,feb,mar,apr,may,jun,jul,aug,sep,oct,nov,dec}
@ATTRIBUTE duration      numeric
@ATTRIBUTE campaign      numeric
@ATTRIBUTE pdays         numeric
@ATTRIBUTE previous      numeric
@ATTRIBUTE poutcome      {failure,other,success,unknown}
@ATTRIBUTE y             {yes,no}

@DATA
59,blue-collar,married,unknown,0.0384829894032348,no,unknown,5,jun,0.2254160363086233,1,-1,0,unknown,no
50,admin.,divorced,secondary,0.30953708867819296,yes,cellular,17,apr,0.06959152798789713,1,-1,0,unknown,no
27,blue-collar,single,secondary,0.031232571109871723,no,cellular,22,jul,0.0529500756429652,17,-1,0,unknown,no
54,blue-collar,married,unknown,0.08616843279419967,yes,telephone,28,jan,0.789712556732224,4,258,3,other,no
56,admin.,married,unknown,0.568042387060792,no,cellular,8,feb,0.6066565809379728,1,305,1,success,no
51,self-employed,married,tertiary,0.2320133853876185,no,cellular,31,jul,0.11043872919818457,3,-1,0,unknown,no
61,blue-collar,married,primary,0.17401003904071388,yes,unknown,19,may,0.2329803328290469,2,-1,0,unknown,no
34,technician,single,secondary,0.029001673173452314,yes,cellular,7,may,0.21482602118003025,2,171,3,failure,no
56,blue-collar,married,primary,0.15337423312883436,no,unknown,29,may,0.03479576399394856,1,-1,0,unknown,no
29,student,single,unknown,0.040156162855549356,no,cellular,14,aug,0.15279878971255673,1,-1,0,unknown,no
34,management,single,tertiary,0.1720580033463469,yes,unknown,3,jun,0.17397881996974282,4,-1,0,unknown,no
35,services,single,secondary,0.29615170105967653,yes,cellular,16,apr,0.4886535552193646,1,-1,0,unknown,no
56,admin.,divorced,secondary,0.2744004461795873,no,cellular,18,aug,0.22087745839636913,2,-1,0,unknown,no
45,blue-collar,married,secondary,0.8156720580033463,yes,cellular,19,nov,0.7231467473524962,3,120,2,failure,no
40,management,married,unknown,0.1165644171779141,yes,cellular,10,jul,0.518910741301059,1,-1,0,unknown,no
58,management,divorced,tertiary,0.43837144450641385,yes,cellular,17,nov,0.41603630862329805,1,-1,0,unknown,no
24,blue-collar,single,secondary,0.021193530395984383,yes,unknown,16,may,0.35098335854765506,2,-1,0,unknown,no
53,services,married,secondary,0.38399330730619075,yes,cellular,18,jul,0.13161875945537066,2,-1,0,unknown,no
28,blue-collar,married,primary,0.01645287228109314,yes,cellular,6,may,0.23751891074130105,1,337,1,failure,no
45,blue-collar,married,primary,0.03792526491912995,yes,unknown,16,may,0.27685325264750377,19,-1,0,unknown,no
32,admin.,single,tertiary,0.4411600669269381,yes,cellular,19,nov,0.14523449319213314,1,182,1,failure,no
28,blue-collar,single,secondary,0.2967094255437814,yes,cellular,17,apr,0.6081694402420574,1,317,1,failure,no
51,blue-collar,married,primary,0.520914668153932,no,unknown,17,jun,0.039334341906202726,3,-1,0,unknown,no
28,blue-collar,married,primary,0.1954824316787507,yes,unknown,26,jun,0.4750378214826021,2,-1,0,unknown,no
31,management,single,tertiary,0.41634132738427215,no,cellular,13,aug,0.40998487140695916,12,-1,0,unknown,no
38,management,married,tertiary,0.012548800892359175,no,cellular,29,aug,0.09984871406959153,4,-1,0,unknown,no
51,blue-collar,married,primary,0.01143335192414947,yes,cellular,12,may,0.07110438729198185,2,342,3,failure,no
33,blue-collar,married,secondary,0.07919687674288901,no,unknown,3,jul,0.3978819969742814,1,-1,0,unknown,no
33,management,single,tertiary,0.8837144450641383,no,cellular,28,oct,0.3661119515885023,2,-1,0,unknown,no
48,admin.,married,secondary,0.0019520356943669827,no,cellular,7,jul,0.06354009077155824,1,-1,0,unknown,no
42,self-employed,divorced,tertiary,0.05995538204127161,yes,cellular,8,may,0.2118003025718608,3,-1,0,unknown,no
35,management,single,tertiary,0.8293363078639152,no,cellular,8,aug,0.37065052950075644,2,-1,0,unknown,no
25,admin.,married,secondary,0.24902398215281651,yes,unknown,28,may,0.49016641452344933,1,-1,0,unknown,no
38,blue-collar,single,primary,0.13636363636363635,yes,unknown,25,aug,0.019667170953101363,1,-1,0,unknown,no
45,entrepreneur,married,secondary,0.06804238706079196,yes,unknown,14,may,0.18456883509833585,3,-1,0,unknown,no
47,management,married,unknown,0.04155047406581149,no,unknown,9,jun,0.07261724659606657,1,-1,0,unknown,no
33,management,married,tertiary,0.0008365867261572784,yes,cellular,16,jul,0.42511346444780634,5,-1,0,unknown,no
59,management,married,primary,0.48131622978248745,no,telephone,25,may,0.7503782148260212,4,358,2,failure,yes
42,technician,married,secondary,0.1316229782487451,yes,cellular,7,jul,0.3207261724659607,5,-1,0,unknown,no
30,management,married,tertiary,0.541271611823759,yes,cellular,21,nov,0.653555219364599,2,178,3,other,yes
37,blue-collar,married,secondary,0.2933630786391523,no,unknown,16,jun,0.6066565809379728,3,-1,0,unknown,no
73,retired,married,primary,0.04266592303402119,no,cellular,15,oct,0.14977307110438728,1,-1,0,unknown,no
43,blue-collar,married,secondary,0.17401003904071388,yes,unknown,30,sep,0.2586989409984871,1,-1,0,unknown,no
52,unemployed,married,primary,0.07083100948131622,no,cellular,10,jul,0.5597579425113465,3,-1,0,unknown,no
44,management,married,tertiary,0.147239263803681,yes,unknown,4,jun,0.18910741301059,4,-1,0,unknown,no
56,management,married,tertiary,0.08839933073061908,no,telephone,9,jul,0.3661119515885023,3,-1,0,unknown,no
21,services,single,secondary,0.5303959843837145,yes,unknown,29,may,0.15582450832072617,2,-1,0,unknown,no
43,unknown,married,tertiary,0.5398773006134969,no,unknown,19,jun,0.5763993948562783,1,-1,0,unknown,no
52,blue-collar,married,primary,0.06385945343000558,yes,cellular,6,may,0.2934947049924357,2,170,2,failure,no
31,admin.,single,secondary,0.20803123257110986,yes,unknown,26,may,0.8154311649016641,2,-1,0,unknown,yes
53,admin.,married,secondary,0.07306190741773563,no,cellular,18,jul,0.2102874432677761,7,-1,0,unknown,no
48,technician,married,secondary,0.1581148912437256,yes,cellular,2,sep,0.5658093797276853,2,386,1,success,yes
57,technician,married,secondary,0.40936977133296154,yes,cellular,17,nov,0.5446293494704992,1,-1,0,unknown,no
51,technician,married,secondary,0.004740658114891244,no,cellular,25,jul,0.5431164901664145,6,-1,0,unknown,no
50,management,divorced,tertiary,0.05577244841048522,yes,cellular,24,jul,0.3691376701966717,1,-1,0,unknown,no
34,blue-collar,married,secondary,0.39347462353597323,yes,unknown,27,may,0.2314674735249622,2,-1,0,unknown,no
29,blue-collar,married,unknown,0.13524818739542666,yes,cellular,6,may,0.632375189107413,1,363,1,failure,no
39,blue-collar,married,primary,0.19325153374233128,yes,cellular,21,nov,0.060514372163388806,1,-1,0,unknown,no
36,management,single,tertiary,0.7822085889570553,yes,unknown,30,may,0.5355521936459909,4,-1,0,unknown,no
56,management,divorced,tertiary,0.8248745119910764,yes,telephone,18,may,0.4856278366111952,1,-1,0,unknown,no
41,housemaid,divorced,primary,0.005856107083100948,yes,cellular,18,nov,0.3540090771558245,3,126,4,other,no
38,management,single,tertiary,0.009481316229782488,yes,cellular,17,apr,0.22995461422087746,1,273,3,failure,no
53,technician,married,secondary,0.06385945343000558,no,cellular,13,aug,0.16338880484114976,2,-1,0,unknown,no
69,retired,married,tertiary,0.1316229782487451,no,cellular,7,jul,0.16338880484114976,1,78,1,failure,no
46,technician,married,secondary,0.3976575571667596,yes,unknown,14,may,0.04236006051437216,3,-1,0,unknown,no
30,management,single,tertiary,0.05577244841048522,yes,cellular,17,mar,0.4856278366111952,2,-1,0,unknown,yes
31,self-employed,single,secondary,0.3025655326268823,no,cellular,20,nov,0.6142208774583964,1,-1,0,unknown,no
34,services,divorced,secondary,0.011991076408254323,no,unknown,9,jun,0.17246596066565809,1,-1,0,unknown,no
48,unknown,married,unknown,0.07947573898494144,no,cellular,30,jul,0.24508320726172467,2,-1,0,unknown,no
46,blue-collar,divorced,primary,0.05995538204127161,no,cellular,2,feb,0.2556732223903177,1,-1,0,unknown,no
42,admin.,married,secondary,0.05939765755716676,yes,unknown,28,may,0.025718608169440244,24,-1,0,unknown,no
41,blue-collar,married,secondary,0.09537088678192973,yes,unknown,14,may,0.12859304084720122,7,-1,0,unknown,no
39,blue-collar,married,primary,0.29141104294478526,no,unknown,19,jun,0.16338880484114976,4,-1,0,unknown,no
27,student,single,secondary,0.4364194088120468,no,cellular,30,jan,0.24205748865355523,5,-1,0,unknown,no
26,management,single,tertiary,0.16480758505298382,no,telephone,29,jan,0.21331316187594554,2,164,1,other,no
38,management,single,tertiary,0.02872281093139989,yes,cellular,6,may,0.9107413010590015,3,-1,0,unknown,yes
47,technician,married,secondary,0.019799219185722253,no,unknown,29,may,0.4145234493192133,1,-1,0,unknown,no
53,technician,married,secondary,0.027607361963190184,no,cellular,13,aug,0.3040847201210287,4,-1,0,unknown,no
35,blue-collar,married,primary,0.0886781929726715,yes,cellular,16,jul,0.32829046898638425,1,-1,0,unknown,no
52,management,divorced,tertiary,0.013664249860568878,yes,unknown,12,jun,0.12102874432677761,3,-1,0,unknown,no
57,retired,married,secondary,0.00864472950362521,yes,cellular,15,may,0.7140695915279879,3,-1,0,unknown,no
35,management,single,tertiary,0.1762409369771333,yes,cellular,17,apr,0.1875945537065053,3,-1,0,unknown,no
46,entrepreneur,married,tertiary,0.6305075292805354,no,telephone,14,jul,0.060514372163388806,14,-1,0,unknown,no
39,services,married,secondary,0.549079754601227,yes,unknown,8,jun,0.039334341906202726,1,404,2,success,no
38,self-employed,divorced,tertiary,0.4216397099832683,no,cellular,7,may,0.49319213313161875,1,342,1,failure,no
35,management,divorced,tertiary,0.18070273284997213,no,cellular,16,apr,0.2617246596066566,1,-1,0,unknown,no
46,blue-collar,divorced,primary,0.12576687116564417,yes,unknown,9,may,0.1649016641452345,4,-1,0,unknown,no
46,admin.,married,secondary,0.005856107083100948,yes,cellular,7,aug,0.6202723146747352,4,-1,0,unknown,no
31,admin.,married,secondary,0.6422197434467373,yes,cellular,20,nov,0.3827534039334342,2,-1,0,unknown,no
33,management,married,tertiary,0.39347462353597323,yes,unknown,19,aug,0.7201210287443268,1,-1,0,unknown,yes
42,housemaid,married,primary,0.040156162855549356,no,cellular,20,aug,0.3751891074130106,2,-1,0,unknown,no
40,housemaid,married,primary,0.5105967651979922,no,cellular,6,feb,0.3161875945537065,4,-1,0,unknown,no
31,unemployed,married,tertiary,0.1645287228109314,no,cellular,21,nov,0.23751891074130105,2,-1,0,unknown,no
24,student,single,secondary,0.14138315672058002,yes,telephone,18,may,0.012102874432677761,3,374,1,other,no
48,unemployed,married,secondary,0.2275515895147797,no,cellular,14,jan,0.7760968229954615,1,282,4,success,yes
41,technician,divorced,secondary,0.09676519799219185,yes,cellular,7,may,0.33434190620272314,2,275,2,failure,no
43,management,married,tertiary,0.08087005019520357,yes,unknown,9,may,0.22087745839636913,2,-1,0,unknown,no
52,technician,married,secondary,0.99079754601227,no,cellular,8,jul,0.12859304084720122,1,-1,0,unknown,no
54,blue-collar,married,primary,0.21751254880089235,yes,unknown,9,may,0.14977307110438728,2,-1,0,unknown,no
32,technician,divorced,tertiary,0.07417735638594534,no,cellular,26,may,0.1875945537065053,1,-1,0,unknown,no
38,blue-collar,married,primary,0.369771332961517,yes,cellular,20,nov,0.4130105900151286,1,-1,0,unknown,no
31,blue-collar,single,primary,0.24065811489124372,yes,telephone,14,may,0.1649016641452345,2,-1,0,unknown,no
35,housemaid,married,tertiary,0.3524818739542666,yes,cellular,15,may,0.48714069591527986,5,179,4,failure,yes
52,technician,married,tertiary,0.05939765755716676,no,cellular,29,aug,0.23751891074130105,3,-1,0,unknown,no
58,retired,married,secondary,0.11823759063022866,yes,cellular,17,nov,0.14523449319213314,1,-1,0,unknown,no
57,housemaid,married,tertiary,0.0005577244841048522,no,cellular,4,aug,0.2087745839636914,2,-1,0,unknown,no
31,services,single,secondary,0.24065811489124372,yes,cellular,6,may,0.14523449319213314,1,-1,0,unknown,no
31,technician,single,secondary,0.549079754601227,no,telephone,17,apr,0.4236006051437216,3,-1,0,unknown,no
62,management,married,tertiary,0.5181260457334077,no,telephone,6,aug,0.36459909228441756,3,-1,0,unknown,yes
32,technician,single,tertiary,0.29503625209146683,yes,cellular,17,apr,0.16792738275340394,1,-1,0,unknown,no
51,blue-collar,divorced,primary,0.1675962074735081,yes,cellular,11,may,0.518910741301059,1,284,2,failure,no
43,blue-collar,married,primary,0.07083100948131622,yes,cellular,17,jul,0.26626323751891073,1,-1,0,unknown,no
36,blue-collar,married,secondary,0.01728945900725042,yes,unknown,2,jun,0.07866868381240545,8,-1,0,unknown,no
34,self-employed,married,primary,0.19827105409927495,yes,unknown,2,jun,0.48714069591527986,3,-1,0,unknown,no
29,services,married,secondary,0.015616285554935862,yes,telephone,21,jul,0.5113464447806354,9,-1,0,unknown,no
57,retired,married,secondary,0.14556609035136642,no,cellular,2,feb,0.0680786686838124,6,-1,0,unknown,no
43,management,married,tertiary,0.11740100390407139,no,cellular,12,aug,0.16036308623298035,1,-1,0,unknown,no
33,services,married,secondary,0.10736196319018405,no,cellular,12,nov,0.3767019667170953,1,92,4,failure,yes
60,management,married,tertiary,0.9442275515895148,no,cellular,14,aug,0.9561270801815431,2,-1,0,unknown,no
51,technician,married,primary,0.07222532069157836,no,cellular,19,aug,0.20121028744326777,2,-1,0,unknown,no
51,technician,married,secondary,0.41522587841606245,yes,cellular,18,jul,0.3373676248108926,2,-1,0,unknown,no
38,services,married,secondary,0.13831567205800335,yes,unknown,19,may,0.12708018154311648,5,-1,0,unknown,no
35,technician,married,secondary,0.4757389849414389,yes,unknown,2,jun,0.6384266263237519,3,-1,0,unknown,no
47,technician,married,secondary,0.23006134969325154,yes,telephone,18,nov,0.28895612708018154,3,112,8,other,no
45,blue-collar,married,primary,0.25264919129949803,no,cellular,18,aug,0.34190620272314676,8,-1,0,unknown,no
29,entrepreneur,single,secondary,0.11238148354712772,no,cellular,30,jan,0.6187594553706506,3,-1,0,unknown,no
52,management,divorced,tertiary,0.25264919129949803,yes,unknown,4,jun,0.15128593040847202,2,-1,0,unknown,no
26,technician,married,secondary,0.004740658114891244,yes,cellular,5,may,0.2027231467473525,1,-1,0,unknown,no
35,services,married,secondary,0.22810931399888454,yes,telephone,14,jul,0.14826021180030258,14,-1,0,unknown,no
56,management,divorced,tertiary,0.12297824874511991,no,unknown,28,may,0.11043872919818457,3,-1,0,unknown,no
27,student,single,secondary,0.1868377021751255,yes,unknown,7,may,0.4962178517397882,2,-1,0,unknown,no
30,technician,married,secondary,0.10317902955939766,no,cellular,7,aug,0.1815431164901664,2,-1,0,unknown,no
33,management,married,secondary,0.002788622420524261,yes,cellular,4,may,0.15128593040847202,3,-1,0,unknown,no
32,blue-collar,single,secondary,0.008923591745677636,yes,cellular,18,may,0.18305597579425115,1,368,4,failure,no
43,entrepreneur,married,secondary,0.02872281093139989,yes,cellular,18,jul,0.9546142208774584,3,-1,0,unknown,yes
46,blue-collar,married,primary,0.048243167875069715,no,cellular,15,jul,0.13010590015128592,1,-1,0,unknown,no
32,management,married,tertiary,0.8661461238148355,yes,cellular,25,jul,0.4629349470499244,1,-1,0,unknown,no
40,services,married,secondary,0.4007250418293363,yes,cellular,6,may,0.3071104387291982,1,351,2,failure,no
39,blue-collar,married,secondary,0.3809258226436141,no,unknown,12,jun,0.059001512859304085,1,-1,0,unknown,no
46,admin.,single,secondary,0.47183491355270496,yes,cellular,25,jan,0.20121028744326777,1,97,1,success,no
43,blue-collar,married,primary,0.21667596207473508,yes,unknown,15,may,0.4236006051437216,5,-1,0,unknown,no
36,technician,married,tertiary,0.2331288343558282,no,cellular,28,aug,0.09682299546142209,6,-1,0,unknown,no
48,management,married,tertiary,0.10094813162297825,no,cellular,18,nov,0.09531013615733737,1,-1,0,unknown,no
26,admin.,single,secondary,0.06553262688232013,yes,cellular,18,may,0.006051437216338881,2,-1,0,unknown,no
23,entrepreneur,single,primary,0.0008365867261572784,yes,unknown,13,may,0.5915279878971256,2,-1,0,unknown,yes
38,admin.,married,secondary,0.012548800892359175,yes,unknown,6,may,0.28895612708018154,1,-1,0,unknown,no
33,technician,married,secondary,0.16006692693809257,no,cellular,4,feb,0.37821482602118,2,-1,0,unknown,no
35,admin.,divorced,secondary,0.040992749581706636,no,cellular,8,jul,0.2950075642965204,1,-1,0,unknown,no
52,services,married,secondary,0.11991076408254323,no,cellular,26,aug,0.1043872919818457,17,-1,0,unknown,no
25,technician,single,tertiary,0.21639709983268265,yes,unknown,14,may,0.5249621785173979,1,-1,0,unknown,no
35,technician,single,tertiary,0.990239821528165,no,cellular,21,nov,0.3978819969742814,1,-1,0,unknown,no
49,services,married,secondary,0.012827663134411601,no,unknown,5,may,0.34795763993948564,2,-1,0,unknown,no
32,management,married,tertiary,0.03820412716118238,no,cellular,20,aug,0.1361573373676248,4,-1,0,unknown,no
29,admin.,single,secondary,0.3112102621305075,yes,unknown,8,may,0.11043872919818457,2,-1,0,unknown,no
28,blue-collar,married,secondary,0.36921360847741214,yes,cellular,15,may,0.3600605143721634,1,-1,0,unknown,no
55,management,divorced,tertiary,0.44534300055772447,no,cellular,22,aug,0.9122541603630863,4,-1,0,unknown,no
34,management,married,tertiary,0.9202453987730062,yes,cellular,17,jun,0.7276853252647504,2,227,4,failure,yes
24,student,single,secondary,0.22894590072504184,no,cellular,27,oct,0.2723146747352496,1,91,2,failure,yes
34,management,single,unknown,0.4274958170663692,yes,cellular,16,apr,0.22995461422087746,1,147,7,other,no
34,admin.,married,secondary,0.46569994422755157,no,unknown,21,may,0.23600605143721634,1,-1,0,unknown,no
34,management,married,tertiary,0.15950920245398773,no,cellular,10,aug,0.17851739788199697,1,-1,0,unknown,no
34,admin.,married,secondary,0.13218070273284996,yes,unknown,7,may,0.8396369137670197,1,-1,0,unknown,no
42,blue-collar,divorced,secondary,0.012827663134411601,yes,unknown,8,may,0.20726172465960666,1,-1,0,unknown,no
46,management,single,tertiary,0.6003904071388734,yes,cellular,21,jul,0.12556732223903178,4,-1,0,unknown,no
31,self-employed,single,tertiary,0.02649191299498048,no,cellular,5,feb,0.8668683812405447,1,-1,0,unknown,no
39,entrepreneur,married,tertiary,0.02286670384829894,yes,cellular,11,jul,0.2859304084720121,2,-1,0,unknown,no
42,services,divorced,secondary,0.10345789180145008,yes,unknown,6,may,0.17700453857791226,2,-1,0,unknown,no
30,self-employed,single,tertiary,0.013106525376464027,no,cellular,21,nov,0.20574886535552195,1,-1,0,unknown,no
34,technician,married,secondary,0.0,yes,cellular,19,nov,0.1573373676248109,1,-1,0,unknown,no
46,management,single,tertiary,0.012548800892359175,no,cellular,17,nov,0.11497730711043873,1,152,1,failure,no
46,services,married,secondary,0.12548800892359174,yes,cellular,13,may,0.5824508320726173,4,-1,0,unknown,no
26,self-employed,married,tertiary,0.13329615170105968,yes,cellular,9,feb,0.1951588502269289,3,-1,0,unknown,no
50,technician,married,secondary,0.3148354712771891,yes,cellular,23,jul,0.17397881996974282,2,-1,0,unknown,no
41,blue-collar,married,primary,0.10819854991634133,yes,unknown,16,jun,0.12556732223903178,6,-1,0,unknown,no
34,admin.,single,secondary,0.0025097601784718347,no,cellular,18,nov,0.23903177004538578,1,173,3,failure,no
32,services,married,secondary,0.11154489682097044,yes,unknown,15,may,0.43872919818456885,2,-1,0,unknown,no
58,housemaid,single,tertiary,0.040156162855549356,yes,cellular,16,jul,0.1875945537065053,2,-1,0,unknown,no
45,technician,married,secondary,0.03179029559397657,yes,cellular,6,may,0.1573373676248109,1,-1,0,unknown,no
28,admin.,single,secondary,0.024539877300613498,yes,cellular,6,feb,0.25416036308623297,2,-1,0,unknown,no
35,technician,married,secondary,0.025934188510875627,yes,unknown,14,may,0.3086232980332829,5,-1,0,unknown,no
39,services,married,secondary,0.4007250418293363,yes,unknown,20,may,0.3146747352496218,2,-1,0,unknown,no
49,unemployed,divorced,tertiary,0.21723368655883993,no,cellular,8,nov,0.2178517397881997,1,871,2,failure,no
50,management,married,tertiary,0.05744562186279978,yes,cellular,4,feb,0.1437216338880484,1,-1,0,unknown,no
37,management,married,tertiary,0.06609035136642498,no,cellular,3,feb,0.27382753403933435,1,92,1,success,yes
45,blue-collar,married,primary,0.6781929726715002,no,cellular,6,aug,0.1951588502269289,2,-1,0,unknown,no
30,housemaid,single,secondary,0.5362520914668154,no,cellular,6,feb,0.25113464447806355,1,-1,0,unknown,no
36,management,single,tertiary,0.4266592303402119,yes,cellular,8,may,0.11649016641452345,3,170,1,failure,no
41,management,single,secondary,0.2127718906860011,no,cellular,12,jun,0.34190620272314676,2,-1,0,unknown,no
55,blue-collar,married,secondary,0.10652537646402677,no,unknown,5,may,0.4281391830559758,1,-1,0,unknown,no
47,services,divorced,secondary,0.192414947016174,no,cellular,6,feb,0.42511346444780634,6,-1,0,unknown,no
33,management,single,tertiary,0.027328499721137756,no,cellular,8,jul,0.2344931921331316,1,-1,0,unknown,no
58,retired,married,secondary,0.13970998326826548,yes,cellular,12,may,0.291981845688351,2,370,3,failure,no
45,management,married,tertiary,0.5376464026770775,yes,unknown,29,may,0.060514372163388806,15,-1,0,unknown,no
30,blue-collar,single,primary,0.051310652537646405,no,unknown,26,jun,0.01059001512859304,1,-1,0,unknown,no
59,retired,married,secondary,0.0886781929726715,yes,unknown,5,may,0.2102874432677761,3,-1,0,unknown,no
34,management,single,tertiary,0.047406581148912434,yes,cellular,7,may,0.28290468986384265,1,294,1,failure,no
42,blue-collar,married,primary,0.19604015616285556,yes,telephone,31,jul,0.12708018154311648,10,-1,0,unknown,no
38,technician,married,secondary,0.5382041271611824,no,cellular,2,jun,0.24659606656580937,1,298,10,other,no
34,technician,single,secondary,0.26268823201338537,no,cellular,29,aug,0.13918305597579425,4,-1,0,unknown,no
35,technician,married,secondary,0.09090909090909091,yes,cellular,13,apr,0.8063540090771558,3,-1,0,unknown,no
58,retired,married,secondary,0.2738427216954824,no,cellular,5,aug,0.2042360060514372,1,-1,0,unknown,no
44,blue-collar,single,primary,0.21918572225320693,yes,unknown,30,may,0.8562783661119516,2,-1,0,unknown,no
43,blue-collar,married,secondary,0.8530395984383714,yes,unknown,15,may,0.3767019667170953,2,-1,0,unknown,no
38,unemployed,married,tertiary,0.403792526491913,no,unknown,26,may,0.8033282904689864,6,-1,0,unknown,no
50,technician,married,secondary,0.39347462353597323,no,cellular,6,aug,0.19213313161875945,3,-1,0,unknown,no
21,student,single,secondary,0.18962632459564974,no,unknown,20,aug,0.0030257186081694403,1,-1,0,unknown,no
38,entrepreneur,married,tertiary,0.06330172894590072,yes,cellular,5,feb,0.15279878971255673,1,-1,0,unknown,no
45,technician,single,tertiary,0.5817066369213608,no,cellular,29,aug,0.037821482602118005,14,-1,0,unknown,no
34,entrepreneur,married,secondary,0.0002788622420524261,yes,cellular,5,may,0.2723146747352496,1,167,6,failure,no
48,technician,married,secondary,0.05465699944227551,no,cellular,3,feb,0.06505295007564296,2,222,3,other,no
35,technician,married,tertiary,0.03262688232013385,no,cellular,6,aug,0.5355521936459909,2,-1,0,unknown,no
39,entrepreneur,married,tertiary,0.7370329057445622,yes,unknown,20,may,0.3767019667170953,1,-1,0,unknown,no
35,technician,married,secondary,0.0033463469046291134,no,cellular,22,aug,0.1361573373676248,2,-1,0,unknown,no
57,services,divorced,secondary,0.003625209146681539,no,cellular,22,jul,0.6671709531013615,2,-1,0,unknown,no
28,technician,single,secondary,0.21416620189626326,yes,cellular,15,may,0.2254160363086233,1,371,2,failure,no
43,admin.,married,unknown,0.9715560513106526,no,unknown,18,jun,0.1649016641452345,1,-1,0,unknown,no
57,management,married,secondary,0.0384829894032348,no,cellular,17,aug,0.11497730711043873,1,-1,0,unknown,no
34,services,divorced,secondary,0.05605131065253765,yes,unknown,15,may,0.4750378214826021,1,-1,0,unknown,no
36,technician,married,tertiary,0.0013943112102621305,yes,cellular,27,jan,0.14523449319213314,1,435,1,failure,no
47,management,divorced,tertiary,0.7010596765197992,no,unknown,20,jun,0.05446293494704992,3,-1,0,unknown,no
33,management,married,tertiary,0.5847741215839375,no,cellular,20,nov,0.09531013615733737,1,-1,0,unknown,no
57,management,married,tertiary,0.08895705521472393,no,cellular,7,aug,0.10892586989409984,2,-1,0,unknown,no
57,management,married,tertiary,0.9564974902398216,yes,unknown,16,may,0.1043872919818457,1,-1,0,unknown,no
34,admin.,married,secondary,0.013664249860568878,yes,unknown,20,may,0.12859304084720122,2,-1,0,unknown,no
51,housemaid,divorced,tertiary,0.10290016731734523,yes,cellular,19,aug,0.1588502269288956,3,-1,0,unknown,no
52,self-employed,single,tertiary,0.45231455660903513,yes,unknown,5,jun,0.025718608169440244,17,-1,0,unknown,no
53,admin.,married,secondary,0.06246514221974345,yes,cellular,20,apr,0.45385779122541603,1,340,1,failure,no
27,services,single,secondary,0.014779698828778583,yes,unknown,28,may,0.8154311649016641,2,-1,0,unknown,yes
35,blue-collar,married,primary,0.012548800892359175,no,cellular,8,jul,0.5052950075642966,3,-1,0,unknown,no
40,self-employed,married,secondary,0.0002788622420524261,no,cellular,22,aug,0.291981845688351,5,-1,0,unknown,no
38,admin.,single,secondary,0.24595649749023982,yes,cellular,12,may,0.13767019667170954,1,327,9,other,no
32,services,married,secondary,0.01505856107083101,yes,unknown,15,may,0.8199697428139183,9,-1,0,unknown,no
25,blue-collar,single,secondary,0.2543223647518126,yes,cellular,7,jul,0.1649016641452345,4,-1,0,unknown,no
38,blue-collar,divorced,secondary,0.1656441717791411,yes,cellular,7,may,0.36459909228441756,3,-1,0,unknown,no
26,technician,single,secondary,0.0016731734523145567,yes,cellular,22,jul,0.2783661119515885,2,-1,0,unknown,no
37,technician,single,tertiary,0.4629113218070273,no,cellular,19,aug,0.2950075642965204,5,-1,0,unknown,no
30,management,married,tertiary,0.028165086447295037,yes,cellular,5,apr,0.7049924357034796,7,426,3,other,yes
36,services,married,secondary,0.0939765755716676,no,unknown,14,may,0.13010590015128592,1,-1,0,unknown,no
33,management,married,secondary,0.8731176798661461,yes,unknown,23,may,0.5234493192133132,5,-1,0,unknown,no
33,admin.,single,tertiary,0.13636363636363635,yes,cellular,7,may,0.04084720121028744,1,363,2,failure,no
35,management,married,tertiary,0.7476296709425544,yes,cellular,9,jul,0.22995461422087746,1,-1,0,unknown,no
29,unemployed,married,secondary,0.16592303402119354,no,cellular,30,jan,0.7655068078668684,2,-1,0,unknown,no
54,blue-collar,married,secondary,0.5738984941438929,yes,cellular,25,aug,0.2617246596066566,4,-1,0,unknown,no
27,admin.,married,secondary,0.03653095370886782,no,cellular,13,oct,0.1800302571860817,2,-1,0,unknown,no
39,blue-collar,married,primary,0.10708310094813163,yes,unknown,16,may,0.33434190620272314,4,-1,0,unknown,no
38,management,married,tertiary,0.0619074177356386,no,cellular,28,jan,0.08925869894099848,1,-1,0,unknown,no
26,services,single,secondary,0.14249860568878975,yes,cellular,30,jan,0.30559757942511345,5,239,3,failure,no
36,entrepreneur,married,tertiary,0.3257110987172337,yes,unknown,6,may,0.2481089258698941,2,-1,0,unknown,no
30,management,single,tertiary,0.2618516452872281,no,cellular,8,aug,0.19213313161875945,2,-1,0,unknown,no
52,unknown,married,unknown,0.36698271054099274,no,unknown,12,jun,0.08169440242057488,1,-1,0,unknown,no
39,admin.,married,secondary,0.049637479085331844,no,unknown,6,sep,0.048411497730711045,1,-1,0,unknown,no
